aren't sitting back%~%0.0
d-fence" . so%~%0.0
. i don't%~%-2.5257286443082556
just seems like%~%0.0
you can meet%~%-1.791759469228055
{ i should%~%-4.859812404361672
why . our%~%0.0
sao2 concentration in%~%0.0
i know it's%~%-2.639057329615259
plan on going%~%0.0
someone is in%~%0.0
i didn't hear%~%-2.3978952727983707
the dynamo are%~%0.0
pace so you%~%0.0
still a great%~%-0.6931471805599453
they im more%~%0.0
i'll need to%~%-1.0986122886681098
, is it%~%-0.916290731874155
to ask @nick%~%-0.6931471805599453
no one does%~%-0.6931471805599453
enters the conversation%~%0.0
be hella spaghetti%~%0.0
of sliced toast%~%0.0
you agreed to%~%0.0
{ does that%~%-1.6094379124341003
your passport stuff%~%0.0
nahhhh i'm playing%~%0.0
craig "the kryptonic%~%-1.0986122886681098
the positive or%~%0.0
waiting for the%~%0.0
big cities }%~%0.0
can't even beat%~%0.0
{ so is%~%-1.8971199848858813
you some cheep%~%0.0
to be with%~%-2.0149030205422647
his veins man%~%0.0
carry your phone/have%~%0.0
it ? (weather%~%-1.0986122886681098
wear it like%~%0.0
and blue .%~%-0.6931471805599453
but today i%~%0.0
sarcasm is not%~%0.0
of bad grammar%~%0.0
the way now%~%-1.6094379124341003
by fifa though%~%0.0
the top of%~%-1.3862943611198906
. com/wp-content/uploads/2013/02/sampleconcussion .%~%0.0
will be ,%~%-2.1972245773362196
true timmy }%~%0.0
that part doesn't%~%0.0
osu shirt or%~%0.0
and dad .%~%0.0
has ice in%~%0.0
like when can%~%-0.6931471805599453
{ when is%~%-1.791759469228055
of their new%~%-0.6931471805599453
. i talked%~%-3.2188758248682006
cash } }%~%0.0
to osu tonight%~%-0.6931471805599453
vs craig "the%~%0.0
have you ever%~%-0.6931471805599453
but i wanna%~%-2.4849066497880004
they thought }%~%0.0
be different from%~%0.0
that he played%~%-1.0986122886681098
nick , fwb%~%-1.3862943611198906
why does walcott%~%-0.6931471805599453
, as fun%~%0.0
{ well yeah%~%-2.4423470353692043
, bicep forearm(top%~%0.0
no is neurosurgeon%~%0.0
hello , i%~%0.0
to mccn ,%~%-0.6931471805599453
{ { @logan%~%-6.86171134048073
i'm broke anyway%~%0.0
{ so i'm%~%-2.995732273553991
diff } }%~%0.0
bring extra clubs%~%0.0
. 24 hours%~%0.0
sooo good }%~%0.0
i have prepared%~%-3.0910424533583156
mean i don't%~%-2.0794415416798357
for the 2017%~%-2.4849066497880004
of a tattoo%~%-2.3025850929940455
{ { #prayforparis%~%-6.86171134048073
did you plan%~%-1.9459101490553135
{ { http://31%~%-6.86171134048073
do you want%~%-1.6094379124341003
nord stumbled upon%~%0.0
as a confirmed%~%-0.6931471805599453
she "sent it%~%0.0
at least 60%~%-1.3862943611198906
is my jam%~%-1.6094379124341003
black and yellow%~%0.0
ugly , are%~%0.0
norton on my%~%0.0
{ won't let%~%0.0
other lesser lions%~%0.0
. and pato%~%-1.6094379124341003
place } }%~%0.0
more } }%~%0.0
for me because%~%-1.791759469228055
christmas music ,%~%0.0
moral question of%~%0.0
offer ! let's%~%0.0
estates } }%~%0.0
gyms in columbus%~%0.0
get norton on%~%0.0
he did ,%~%0.0
birthday of a%~%0.0
, they will%~%-1.791759469228055
for sunderlands goalie%~%0.0
, he just%~%-2.1972245773362196
2 . 50%~%0.0
that every year%~%0.0
{ lukaku is%~%0.0
, any news%~%0.0
until i find%~%0.0
planned it }%~%0.0
colleagues of mine%~%0.0
leaving too }%~%0.0
this kid is%~%0.0
table } }%~%0.0
relegated then what%~%0.0
. 3 }%~%0.0
then work all%~%0.0
the app logan%~%0.0
it in cash;%~%-0.6931471805599453
dumb decision ,%~%0.0
around 7 ?%~%0.0
the jazz to%~%0.0
my car is%~%0.0
getting a new%~%0.0
to many transfers%~%0.0
your house .%~%0.0
season ? }%~%0.0
a app that%~%0.0
sorry , are%~%-0.6931471805599453
i really like%~%-1.0986122886681098
teams in the%~%0.0
i didn't think%~%-1.7047480922384253
{ having a%~%0.0
attendance at the%~%0.0
want this }%~%0.0
{ ehhhhh i%~%0.0
he is the%~%-2.5649493574615367
lot of money%~%-1.9459101490553135
you just go%~%0.0
the ohio state%~%0.0
thank you .%~%-0.6931471805599453
. com/20/24/7703729054a859a61bcab3d94d94be1a .%~%0.0
{ i couldn't%~%-4.859812404361672
! you need%~%0.0
appreciated but if%~%0.0
they been discovered%~%0.0
the copy cats%~%0.0
we were wrestling%~%-1.3862943611198906
may be on%~%-0.6931471805599453
will take game%~%0.0
well 😑 she%~%0.0
at a talk%~%-1.3862943611198906
myself in the%~%0.0
i hate them%~%-1.9459101490553135
finally passed }%~%0.0
dude she's got%~%0.0
{ i didn't%~%-3.250374491927572
{ { .%~%-4.915801191425417
{ { 😳we%~%-6.86171134048073
i'm two months%~%0.0
pay for it%~%-0.6931471805599453
, more money%~%0.0
champ is right%~%0.0
a list and%~%0.0
. find another%~%0.0
ye cover and%~%0.0
i think it%~%-1.8718021769015913
not the jersey%~%-1.0986122886681098
on the chain%~%-3.0910424533583156
who will you%~%-0.6931471805599453
this ? }%~%0.0
with the ex%~%-1.9459101490553135
this game this%~%-1.0986122886681098
. who probably%~%0.0
to the one%~%-2.772588722239781
{ mostly a%~%0.0
conversing } }%~%0.0
{ yed .%~%0.0
on netflix }%~%0.0
but you don't%~%0.0
about brad announcing%~%0.0
{ { https://media4%~%-6.86171134048073
wonder . (2010%~%0.0
the beach ,%~%-0.916290731874155
mls defiantly isn't%~%0.0
get em both%~%0.0
long . i%~%0.0
{ now i%~%-1.0986122886681098
aren't even coming%~%-0.6931471805599453
bad } }%~%0.0
our class so%~%0.0
8 say it's%~%0.0
tears } }%~%0.0
to it and%~%-0.6931471805599453
why i didn't%~%-0.6931471805599453
sad } }%~%0.0
know this one%~%-0.6931471805599453
{ { by%~%-6.86171134048073
honest , i%~%0.0
bro , you're%~%-1.9459101490553135
want it round%~%-0.6931471805599453
com/media/8vlgtjqaxilhu/giphy . gif%~%0.0
there earlier if%~%0.0
can/ want to%~%0.0
scarf or hat%~%0.0
and the winter%~%-1.791759469228055
been at tosu%~%0.0
home from osu%~%0.0
for this year%~%-0.6931471805599453
songs based on%~%0.0
crew is gonna%~%0.0
and precautions }%~%0.0
know mel and%~%0.0
the players to%~%-1.0986122886681098
floppy which i%~%0.0
the close up%~%0.0
kit ideas }%~%0.0
do i get%~%-1.0986122886681098
you gonna be%~%0.0
. many .%~%0.0
i won't be%~%0.0
but this is%~%0.0
and 100% senior%~%0.0
a great study%~%-1.0986122886681098
eagle } }%~%0.0
one here ,%~%0.0
masters } }%~%0.0
and my kind%~%0.0
you wouldn't have%~%0.0
our fans couldn't%~%0.0
ashamed all of%~%0.0
first semester t%~%0.0
look like kyle%~%-0.6931471805599453
to be respectful%~%-2.70805020110221
looks so dumb%~%0.0
{ go die%~%-1.0986122886681098
usa } }%~%0.0
a basketball game%~%0.0
hard pass on%~%0.0
why they don't%~%0.0
a game to%~%-1.6094379124341003
teams who do%~%0.0
relegated . .%~%-0.6931471805599453
bear shower }%~%0.0
is looking to%~%0.0
in columbus }%~%-0.6931471805599453
more i see%~%0.0
everyone's predictions }%~%0.0
is } }%~%0.0
it today ?%~%0.0
{ when a%~%-2.890371757896165
neurosurgeon not a%~%0.0
{ { same%~%-6.168564159920785
{ { (this%~%-6.86171134048073
, what would%~%-1.0986122886681098
one is with%~%-1.0986122886681098
? } }%~%0.0
{ hings changed%~%0.0
we are currently%~%-2.5649493574615367
{ when do%~%-2.890371757896165
just playing good%~%-0.6931471805599453
david . .%~%0.0
and we were%~%-0.6931471805599453
{ anyone hear%~%-1.0986122886681098
to save for%~%-1.3862943611198906
mls . }%~%0.0
has helped ,%~%0.0
it done }%~%0.0
where my home/family%~%0.0
want me there%~%0.0
here in ohio%~%0.0
member of columbus%~%0.0
said on junior%~%0.0
no later than%~%0.0
! ? who%~%-2.1972245773362196
still at the%~%0.0
{ score predictions%~%-0.6931471805599453
tickets through you%~%0.0
, so i%~%-1.6094379124341003
. besides niel%~%0.0
point side }%~%0.0
after soccer }%~%0.0
since soccer golf%~%0.0
is we will%~%0.0
if need be%~%0.0
well yeah because%~%-0.6931471805599453
write after i%~%0.0
i could go%~%-0.5108256237659907
you can't miss%~%-1.3862943611198906
for the offer%~%-1.791759469228055
right after you%~%0.0
you ever used%~%0.0
your missing a%~%0.0
for it }%~%-1.0986122886681098
they are revealing%~%-1.6094379124341003
mourinho to manchester%~%0.0
out if your%~%0.0
just remembered mccoy%~%-0.6931471805599453
for a a%~%-2.3978952727983707
{ { nope%~%-6.86171134048073
well wait }%~%0.0
i mean if%~%-2.5257286443082556
name } }%~%0.0
, how good%~%-1.0986122886681098
makes sense .%~%0.0
promised 25% off%~%0.0
accidental baby ,%~%0.0
a game that%~%-1.6094379124341003
after a week%~%0.0
me there }%~%0.0
to do so%~%-1.3862943611198906
finish managing in%~%0.0
{ yep ,%~%0.0
on the elevator%~%-3.0910424533583156
years kind of%~%0.0
not ? }%~%0.0
cleveland } }%~%0.0
weeks ago i%~%0.0
{ http://31 .%~%0.0
we doing for%~%-0.6931471805599453
where it goes%~%-1.0986122886681098
. or portland%~%-0.6931471805599453
4-2 usa }%~%0.0
we all watching%~%-1.6094379124341003
there } }%~%0.0
look best }%~%0.0
with many emails%~%-0.6931471805599453
they were louder%~%-1.791759469228055
at the farm%~%-2.70805020110221
what is important%~%-1.0986122886681098
pics of garbage%~%0.0
it up into%~%0.0
bye in the%~%0.0
to osu now%~%-0.6931471805599453
go tackle the%~%0.0
and are you%~%0.0
here ? }%~%0.0
to the bridge%~%-2.772588722239781
they never start%~%0.0
players are unhappy%~%-0.6931471805599453
it blown .%~%0.0
i need advise%~%-2.1972245773362196
(i'm 30 min%~%0.0
thing though so%~%0.0
was that }%~%-0.6931471805599453
{ nick when%~%-2.3025850929940455
she had a%~%0.0
that the 1/2%~%-1.791759469228055
nick i'm kidding%~%-0.6931471805599453
the last week%~%-1.6094379124341003
her at all%~%0.0
beach , any%~%-0.6931471805599453
we have to%~%-1.0986122886681098
about , are%~%0.0
about that }%~%0.0
. it has%~%-1.6094379124341003
yet } }%~%0.0
he's talking about%~%0.0
, and is%~%-2.772588722239781
class is shitty%~%0.0
that you to%~%-0.6931471805599453
people hate them%~%0.0
matter what ,%~%0.0
it's not man%~%-2.0794415416798357
decide the teams%~%0.0
have to shuffle%~%-2.833213344056216
com . br/wallpaper/275628_papel-de-parede-meme-forever-alone_1920x1080%~%0.0
plot , it%~%0.0
like good ole%~%0.0
http://media-cache-ak0 . pinimg%~%0.0
wouldn't mind it%~%0.0
{ i had%~%-4.859812404361672
year to 25%~%-1.0986122886681098
many different practices%~%-0.6931471805599453
{ they need%~%-1.7047480922384253
{ que tiempo%~%0.0
been making some%~%0.0
students that were%~%0.0
watching every change%~%0.0
positions } }%~%0.0
mostly cancer in%~%0.0
on my level%~%-2.0794415416798357
last here .%~%0.0
1:30 } }%~%0.0
college of nursing%~%0.0
know it's on%~%-0.6931471805599453
{ you guys%~%-0.9808292530117262
, and it's%~%-2.772588722239781
first ten min%~%0.0
classes . then%~%0.0
game , i%~%-0.6931471805599453
computer programming }%~%0.0
row 206 !%~%0.0
season tickets through%~%0.0
is right now%~%0.0
fit and your%~%0.0
remembered } }%~%0.0
have that !%~%0.0
kicking it up%~%0.0
see , his%~%0.0
they way i%~%0.0
and did you%~%0.0
getting chocolate milk%~%0.0
i saved it%~%0.0
purchase of protein%~%0.0
thoughts on the%~%0.0
was cold enough%~%0.0
he will be%~%-0.6931471805599453
not man !%~%0.0
land of texas%~%0.0
would we ever%~%0.0
schweinsteiger at a%~%0.0
with a play%~%-1.3862943611198906
ancient nords }%~%0.0
you get head%~%-1.6094379124341003
not tourney for%~%0.0
your strongest potion%~%0.0
and asking what%~%0.0
of course i%~%0.0
that's possible }%~%0.0
seen legit larp%~%0.0
which would effect%~%0.0
way out of%~%0.0
watch college basketball%~%0.0
group ? do%~%0.0
also get a%~%0.0
join private leave%~%0.0
is crazy }%~%0.0
this sucks ,%~%0.0
red sleeve }%~%0.0
last year for%~%-1.6094379124341003
may have cheaper%~%0.0
that annoying moment%~%0.0
{ black with%~%0.0
id remind everyone%~%0.0
said we need%~%-0.6931471805599453
juniors and seniors%~%0.0
dispute with my%~%0.0
i work the%~%-1.6094379124341003
you think they%~%0.0
is appreciated but%~%0.0
of that nature%~%-0.6931471805599453
{ apparently we%~%0.0
does the alpha%~%-0.6931471805599453
bc got smacked%~%0.0
lose 12-1 because%~%0.0
, so for%~%-1.6094379124341003
crap ton off%~%0.0
are you usually%~%-2.833213344056216
tosu ! ?%~%0.0
to heads or%~%0.0
so is it%~%-1.0986122886681098
up thomas ,%~%0.0
{ it's not%~%-1.791759469228055
with two grown%~%0.0
{ { at%~%-5.76309905181262
i show up%~%0.0
any news on%~%0.0
wasn't actually arm%~%0.0
alpha lion let%~%0.0
{ work flow%~%-0.6931471805599453
jpg_gen/derivatives/gallery_1200/job-meme . jpg%~%0.0
move . .%~%0.0
so i'm out%~%-1.6094379124341003
won't be attending%~%-1.6094379124341003
so everyone gets%~%0.0
then join the%~%0.0
bad for sunderlands%~%-0.6931471805599453
{ someone asked%~%-0.6931471805599453
time you'll have%~%0.0
com/polopoly_fs/1 . 1300713%~%0.0
. wordpress .%~%0.0
craig casto ,%~%0.0
patiño house }%~%-0.6931471805599453
build a wall%~%0.0
would be embarrassing%~%-1.791759469228055
everything is going%~%0.0
60 dollar one%~%0.0
it's only until%~%-1.3862943611198906
behind it }%~%0.0
{ { clevland%~%-6.86171134048073
. troll .%~%0.0
kobe . a%~%0.0
{ http://blacksportsonline .%~%0.0
bæ } }%~%0.0
okay first off%~%0.0
my freshman yeah%~%0.0
i have done%~%-3.0910424533583156
ceiling since we'd%~%0.0
spotify is amazing%~%0.0
{ oh and%~%-1.791759469228055
is so sad%~%-0.6931471805599453
, he doesn't%~%-2.1972245773362196
etc and get%~%0.0
{ they were%~%-1.7047480922384253
colorado } }%~%0.0
https://c1 . staticflickr%~%0.0
are we looking%~%-2.1972245773362196
blue mountain state%~%0.0
bæ , and%~%0.0
proven by how%~%0.0
i might be%~%0.0
as well not%~%-0.6931471805599453
got a crew%~%-0.6931471805599453
the work cup%~%0.0
{ is there%~%-2.639057329615259
puffs is his%~%0.0
he gone from%~%0.0
harassment at this%~%0.0
strongest potion }%~%0.0
fill the paperwork%~%0.0
great ! }%~%0.0
{ but it's%~%-2.1972245773362196
have been at%~%-1.6094379124341003
drug is a%~%0.0
whole hanging with%~%0.0
the been* }%~%0.0
that's a good%~%0.0
in the goalie%~%-3.4657359027997265
, thanks guys%~%0.0
we have our%~%-2.1972245773362196
but he shouldn't%~%-1.0986122886681098
i know but%~%-2.639057329615259
well at your%~%0.0
doing the marathon%~%0.0
i said you're%~%-1.0986122886681098
says ibuprofen has%~%0.0
tv/fanart/movies/1359/moviebackground/american-psycho-4ff951c78a025 . jpg%~%0.0
pickup games at%~%0.0
you're at the%~%0.0
like complete trash%~%0.0
can't miss a%~%0.0
of money that%~%0.0
. com/5/4108/5016461377_950d56fa49_z .%~%0.0
you two like%~%-0.6931471805599453
this one is%~%-0.6931471805599453
cup . it%~%0.0
shoulder injury !%~%0.0
https://media2 . giphy%~%0.0
30 min away)%~%-0.6931471805599453
, first week%~%-0.6931471805599453
you get a%~%-1.6094379124341003
true pro and%~%0.0
a table tennis%~%-0.6931471805599453
match } }%~%0.0
i know for%~%-2.639057329615259
again ! !%~%0.0
of the crew%~%-2.995732273553991
is over pathophysiology%~%-0.6931471805599453
to ? }%~%0.0
boos ? ?%~%0.0
they were black%~%-1.791759469228055
words from the%~%0.0
would marry karen%~%0.0
that lion up%~%0.0
{ do a%~%-0.6931471805599453
okay everyone ,%~%0.0
a comma in%~%0.0
are on the%~%0.0
panera is a%~%0.0
. za/media/articles/images/history-of-designated-driver-program-key .%~%0.0
fifa though }%~%0.0
, try to%~%0.0
from osu ?%~%0.0
i'm excited for%~%0.0
people are dying%~%-0.6931471805599453
when i got%~%-1.791759469228055
if giving a%~%0.0
ago . .%~%0.0
they always get%~%0.0
mls did shootouts%~%0.0
happen , and%~%0.0
is she ugly%~%-0.6931471805599453
is a foul%~%-2.3978952727983707
but i just%~%-2.4849066497880004
{ that goal%~%-2.70805020110221
ago i know%~%0.0
during the playoffs%~%-0.6931471805599453
it never comes%~%0.0
of driving }%~%0.0
jj just signed%~%0.0
on wheels are%~%0.0
kidding , you%~%0.0
50+ in his%~%0.0
don't want to%~%-1.3862943611198906
zach wants to%~%0.0
sucked , i%~%0.0
keep the flags%~%0.0
i get }%~%-1.791759469228055
ideas } }%~%0.0
zack asked when%~%0.0
us } }%~%0.0
dad asleep ?%~%0.0
it forward than%~%0.0
up with her%~%-0.6931471805599453
we are gonna%~%-2.5649493574615367
going down ?%~%0.0
get around 9%~%0.0
model and about%~%0.0
until today ,%~%0.0
created craig the%~%0.0
a anchor 😂😂😂%~%0.0
a lifeboat }%~%0.0
work to know%~%0.0
don't want matt%~%-2.0794415416798357
{ { http://1%~%-6.86171134048073
a sissy wood%~%0.0
kidding guys ,%~%0.0
{ (this is%~%0.0
a exciting thing%~%0.0
dude , people%~%-0.6931471805599453
6a-10p } }%~%0.0
and gave herself%~%0.0
gonna be honest%~%-1.6094379124341003
neil right ?%~%0.0
{ http://footballmemesdotorg .%~%0.0
debate has about%~%0.0
players to watch%~%-0.6931471805599453
to buy two%~%-0.916290731874155
have been relegated%~%-1.6094379124341003
i was bandwagon%~%-2.9444389791664407
part put me%~%0.0
. tv/fanart/movies/1359/moviebackground/american-psycho-4ff951c78a025 .%~%0.0
of messed up%~%0.0
looks horrifying }%~%0.0
for hair help😳%~%0.0
it's the same%~%-0.6931471805599453
me since i%~%0.0
{ again ,%~%0.0
passing the ball%~%0.0
climb } }%~%0.0
in mls and%~%0.0
summer stuff with%~%0.0
on the coach%~%-3.0910424533583156
yes lol 11th%~%0.0
is in the%~%0.0
is the bigger%~%-2.772588722239781
much he hurts%~%0.0
big . }%~%0.0
nick by the%~%0.0
me , spoilers%~%-1.0986122886681098
wrong } }%~%0.0
the crew now%~%-2.4849066497880004
{ there is%~%-0.6931471805599453
you rather have%~%0.0
actually } }%~%0.0
sounds way better%~%0.0
crew play new%~%0.0
hit man bun%~%0.0
columbus loses is%~%0.0
{ jell-o seems%~%0.0
at osu i%~%-1.0986122886681098
qualifying } }%~%0.0
drug would fall%~%0.0
upward of 300%~%0.0
be there ,%~%-1.9459101490553135
i do need%~%-1.0986122886681098
that's like telling%~%0.0
is because we%~%-0.6931471805599453
beat them ,%~%0.0
have a actual%~%-2.3978952727983707
, distance is%~%0.0
how the rest%~%-0.6931471805599453
never know the%~%0.0
autographs on the%~%0.0
golf trophy ?%~%0.0
i have at%~%-3.0910424533583156
striker , lest%~%0.0
gif } }%~%0.0
well nevermind that%~%0.0
the scheduling }%~%0.0
club team our%~%0.0
it round .%~%0.0
off as one%~%0.0
crew offer ,%~%-0.6931471805599453
cvcdn . com/20/24/7703729054a859a61bcab3d94d94be1a%~%0.0
and they want%~%-2.0794415416798357
than my idea%~%0.0
to work with%~%-1.3862943611198906
? who }%~%0.0
busy with many%~%0.0
many . antimicrobials%~%0.0
white house ?%~%0.0
at 6 am%~%0.0
said that the%~%-1.3862943611198906
the black ones%~%-1.3862943611198906
this all season%~%0.0
more permanent woman%~%0.0
games } }%~%0.0
now for qualifying%~%-1.0986122886681098
get you to%~%-1.3862943611198906
is the new%~%-2.772588722239781
boat for a%~%0.0
him with electra%~%0.0
sand ? }%~%0.0
max and then%~%0.0
{ the cuban%~%-3.0910424533583156
supposed to with%~%-1.3862943611198906
, sign to%~%0.0
in world football%~%0.0
19th year of%~%0.0
there beauty and%~%0.0
i need them%~%-2.1972245773362196
year is gonna%~%-0.6931471805599453
don't mind not%~%-1.0986122886681098
getting in good%~%0.0
two like eachother%~%0.0
tourney for you%~%0.0
does it say%~%-1.0986122886681098
pandawhale . com/21462-kelso-burn--ashton-kutcher-u8ls%~%0.0
then how can%~%0.0
years and that's%~%0.0
less tempting but%~%0.0
, donovan knows%~%0.0
jpg ? w=480%~%0.0
do so }%~%0.0
{ what was%~%-2.890371757896165
your blood type%~%0.0
cruise } }%~%0.0
gives foods that%~%0.0
this is nick%~%-2.3978952727983707
upon opening meetings%~%0.0
on my way%~%-2.0794415416798357
managing in the%~%0.0
distance is hard%~%0.0
people actually ate%~%0.0
week . }%~%0.0
{ tweeting and%~%0.0
to risk it%~%0.0
you're dumb and%~%0.0
to check yourself%~%0.0
cant get you%~%0.0
p1s-pharmacy 1 ?%~%0.0
and that's it%~%-0.6931471805599453
we had better%~%0.0
into a game%~%-1.0986122886681098
i never feel%~%-1.0986122886681098
